invoice_id,msme_company,buyer_name,buyer_sector,invoice_date,due_date,paid_date,invoice_amount,payment_delay_days,is_paid,monthly_fixed_cost,cash_reserves,avg_monthly_revenue,buyer_risk_level,post_legal_notice
INV-2024-02567,Ayesha Plastics,Shree Retail Distributors,Retail,2024-08-17,2024-09-16,2024-11-01,87852,46,1,326225,2155144,1076778,medium,0
INV-2024-02568,Ayesha Plastics,Shree Retail Distributors,Retail,2024-08-20,2024-09-19,2024-10-31,48355,42,1,326225,2155144,1076778,medium,0
INV-2024-02569,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-10-24,2024-11-23,2025-01-08,106987,46,1,326225,2155144,1076778,medium,1
INV-2024-02570,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-11-17,2024-12-17,2025-01-31,100767,45,1,326225,2155144,1076778,medium,1
INV-2024-02571,Ayesha Plastics,Shree Retail Distributors,Retail,2024-04-29,2024-05-29,2024-07-15,68517,47,1,326225,2155144,1076778,medium,0
INV-2024-02572,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-10-20,2024-11-19,2025-01-07,161185,49,1,326225,2155144,1076778,medium,1
INV-2024-02573,Ayesha Plastics,National Packaging House,Packaging,2024-09-23,2024-10-23,2024-11-25,86343,33,1,326225,2155144,1076778,low,1
INV-2024-02574,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-09-21,2024-10-21,2024-11-25,91892,35,1,326225,2155144,1076778,medium,1
INV-2024-02575,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-07-03,2024-08-02,2024-10-10,212330,69,1,326225,2155144,1076778,high,0
INV-2024-02576,Ayesha Plastics,National Packaging House,Packaging,2024-08-05,2024-09-04,2024-09-28,110964,24,1,326225,2155144,1076778,low,0
INV-2024-02577,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-02-01,2024-03-02,2024-04-28,200905,57,1,326225,2155144,1076778,high,0
INV-2024-02578,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-04-19,2024-05-19,2024-07-22,131535,64,1,326225,2155144,1076778,high,0
INV-2024-02579,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-09-26,2024-10-26,2024-12-16,62060,51,1,326225,2155144,1076778,low,1
INV-2024-02580,Ayesha Plastics,National Packaging House,Packaging,2024-07-21,2024-08-20,2024-09-10,66685,21,1,326225,2155144,1076778,low,0
INV-2024-02581,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-11-21,2024-12-21,2025-01-01,64095,11,1,326225,2155144,1076778,low,1
INV-2024-02582,Ayesha Plastics,National Packaging House,Packaging,2024-09-07,2024-10-07,2024-11-08,68344,32,1,326225,2155144,1076778,low,1
INV-2024-02583,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-03-24,2024-04-23,2024-07-24,176784,92,1,326225,2155144,1076778,high,0
INV-2024-02584,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-12-30,2025-01-29,2025-02-24,52446,26,1,326225,2155144,1076778,low,1
INV-2024-02585,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-09-19,2024-10-19,2024-11-27,125524,39,1,326225,2155144,1076778,high,1
INV-2024-02586,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-04-18,2024-05-18,,190494,180,0,326225,2155144,1076778,high,0
INV-2024-02587,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-03-21,2024-04-20,2024-06-01,141341,42,1,326225,2155144,1076778,high,0
INV-2024-02588,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-03-01,2024-03-31,2024-05-29,108742,59,1,326225,2155144,1076778,medium,0
INV-2024-02589,Ayesha Plastics,Shree Retail Distributors,Retail,2024-03-02,2024-04-01,2024-04-24,53968,23,1,326225,2155144,1076778,medium,0
INV-2024-02590,Ayesha Plastics,Shree Retail Distributors,Retail,2024-09-24,2024-10-24,2024-12-05,77502,42,1,326225,2155144,1076778,medium,1
INV-2024-02591,Ayesha Plastics,Shree Retail Distributors,Retail,2024-07-10,2024-08-09,2024-09-15,84373,37,1,326225,2155144,1076778,medium,0
INV-2024-02592,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-03-14,2024-04-13,2024-07-03,136974,81,1,326225,2155144,1076778,high,0
INV-2024-02593,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-01-25,2024-02-24,2024-03-21,206819,26,1,326225,2155144,1076778,high,0
INV-2024-02594,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-05-25,2024-06-24,2024-09-10,130242,78,1,326225,2155144,1076778,high,0
INV-2024-02595,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-09-07,2024-10-07,2025-02-17,108280,133,1,326225,2155144,1076778,high,1
INV-2024-02596,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-01-23,2024-02-22,2024-04-26,143229,64,1,326225,2155144,1076778,high,0
INV-2024-02597,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-10-16,2024-11-15,2024-12-08,68340,23,1,326225,2155144,1076778,low,1
INV-2024-02598,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-07-12,2024-08-11,2024-10-08,82671,58,1,326225,2155144,1076778,high,0
INV-2024-02599,Ayesha Plastics,Shree Retail Distributors,Retail,2024-11-06,2024-12-06,2025-01-13,100588,38,1,326225,2155144,1076778,medium,1
INV-2024-02600,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-11-21,2024-12-21,2025-01-25,47303,35,1,326225,2155144,1076778,low,1
INV-2024-02601,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-17,2024-09-16,2024-11-20,131769,65,1,326225,2155144,1076778,high,0
INV-2024-02602,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-02-15,2024-03-16,2024-05-20,130230,65,1,326225,2155144,1076778,medium,0
INV-2024-02603,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-07-28,2024-08-27,2024-11-12,294085,77,1,326225,2155144,1076778,high,0
INV-2024-02604,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-06-22,2024-07-22,2024-08-14,77397,23,1,326225,2155144,1076778,low,0
INV-2024-02605,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-08-14,2024-09-13,2024-11-07,89094,55,1,326225,2155144,1076778,medium,0
INV-2024-02606,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-03-25,2024-04-24,2024-06-02,128750,39,1,326225,2155144,1076778,medium,0
INV-2024-02607,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-12-28,2025-01-27,2025-04-07,166235,70,1,326225,2155144,1076778,high,1
INV-2024-02608,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-11-25,2024-12-25,2025-02-07,104009,44,1,326225,2155144,1076778,medium,1
INV-2024-02609,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-11-12,2024-12-12,2025-01-12,102274,31,1,326225,2155144,1076778,medium,1
INV-2024-02610,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-10-18,2024-11-17,2024-12-10,82152,23,1,326225,2155144,1076778,medium,1
INV-2024-02611,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-09-14,2024-10-14,2024-12-11,240314,58,1,326225,2155144,1076778,high,1
INV-2024-02612,Ayesha Plastics,Shree Retail Distributors,Retail,2024-09-29,2024-10-29,,75502,180,0,326225,2155144,1076778,medium,1
INV-2024-02613,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-04-15,2024-05-15,2024-07-09,262426,55,1,326225,2155144,1076778,high,0
INV-2024-02614,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-10-23,2024-11-22,2024-12-23,53567,31,1,326225,2155144,1076778,low,1
INV-2024-02615,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-11-06,2024-12-06,2025-02-23,205010,79,1,326225,2155144,1076778,high,1
INV-2024-02616,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-09-08,2024-10-08,,241342,180,0,326225,2155144,1076778,high,1
INV-2024-02617,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-11,2024-09-10,,102758,180,0,326225,2155144,1076778,high,0
INV-2024-02618,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-09-27,2024-10-27,2025-01-31,190391,96,1,326225,2155144,1076778,high,1
INV-2024-02619,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-02-28,2024-03-29,2024-06-14,97098,77,1,326225,2155144,1076778,high,0
INV-2024-02620,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-05-26,2024-06-25,2024-09-23,152196,90,1,326225,2155144,1076778,high,0
INV-2024-02621,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-02-15,2024-03-16,2024-05-14,140920,59,1,326225,2155144,1076778,high,0
INV-2024-02622,Ayesha Plastics,Shree Retail Distributors,Retail,2024-12-13,2025-01-12,2025-03-01,95017,48,1,326225,2155144,1076778,medium,1
INV-2024-02623,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-06-15,2024-07-15,2024-09-27,183882,74,1,326225,2155144,1076778,high,0
INV-2024-02624,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-06-01,2024-07-01,2024-08-11,145008,41,1,326225,2155144,1076778,high,0
INV-2024-02625,Ayesha Plastics,National Packaging House,Packaging,2024-07-30,2024-08-29,2024-10-03,84748,35,1,326225,2155144,1076778,low,0
INV-2024-02626,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-03-02,2024-04-01,2024-06-05,106368,65,1,326225,2155144,1076778,high,0
INV-2024-02627,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-11-01,2024-12-01,2024-12-21,83331,20,1,326225,2155144,1076778,medium,1
INV-2024-02628,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-09-15,2024-10-15,2024-11-02,47734,18,1,326225,2155144,1076778,low,1
INV-2024-02629,Ayesha Plastics,Shree Retail Distributors,Retail,2024-02-01,2024-03-02,2024-04-05,71750,34,1,326225,2155144,1076778,medium,0
INV-2024-02630,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-02-03,2024-03-04,2024-06-07,93649,95,1,326225,2155144,1076778,high,0
INV-2024-02631,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-04-29,2024-05-29,,216364,180,0,326225,2155144,1076778,high,0
INV-2024-02632,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-10-10,2024-11-09,2025-01-12,172258,64,1,326225,2155144,1076778,high,1
INV-2024-02633,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-05-06,2024-06-05,2024-07-18,166688,43,1,326225,2155144,1076778,medium,0
INV-2024-02634,Ayesha Plastics,Shree Retail Distributors,Retail,2024-03-05,2024-04-04,2024-05-10,101842,36,1,326225,2155144,1076778,medium,0
INV-2024-02635,Ayesha Plastics,National Packaging House,Packaging,2024-02-12,2024-03-13,2024-04-20,45954,38,1,326225,2155144,1076778,low,0
INV-2024-02636,Ayesha Plastics,Shree Retail Distributors,Retail,2024-03-13,2024-04-12,2024-06-18,105815,67,1,326225,2155144,1076778,medium,0
INV-2024-02637,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-05-05,2024-06-04,2024-07-07,42004,33,1,326225,2155144,1076778,low,0
INV-2024-02638,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-10-11,2024-11-10,,53852,180,0,326225,2155144,1076778,low,1
INV-2024-02639,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-08-25,2024-09-24,2024-10-31,93827,37,1,326225,2155144,1076778,high,0
INV-2024-02640,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-11-30,2024-12-30,,125085,180,0,326225,2155144,1076778,high,1
INV-2024-02641,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-09-03,2024-10-03,2024-12-16,142945,74,1,326225,2155144,1076778,high,1
INV-2024-02642,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-12-14,2025-01-13,2025-02-14,75403,32,1,326225,2155144,1076778,low,1
INV-2024-02643,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-11-19,2024-12-19,2025-02-28,255939,71,1,326225,2155144,1076778,high,1
INV-2024-02644,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-05-24,2024-06-23,2024-09-30,96324,99,1,326225,2155144,1076778,high,0
INV-2024-02645,Ayesha Plastics,Shree Retail Distributors,Retail,2024-10-15,2024-11-14,2025-01-04,67896,51,1,326225,2155144,1076778,medium,1
INV-2024-02646,Ayesha Plastics,Shree Retail Distributors,Retail,2024-12-23,2025-01-22,2025-03-09,111474,46,1,326225,2155144,1076778,medium,1
INV-2024-02647,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-10-11,2024-11-10,2024-12-23,92672,43,1,326225,2155144,1076778,high,1
INV-2024-02648,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-04-17,2024-05-17,2024-06-21,128068,35,1,326225,2155144,1076778,medium,0
INV-2024-02649,Ayesha Plastics,National Packaging House,Packaging,2024-06-11,2024-07-11,2024-08-18,71432,38,1,326225,2155144,1076778,low,0
INV-2024-02650,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-11-21,2024-12-21,2025-02-28,209816,69,1,326225,2155144,1076778,high,1
INV-2024-02651,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-19,2024-09-18,2024-11-26,136653,69,1,326225,2155144,1076778,high,0
INV-2024-02652,Ayesha Plastics,Shree Retail Distributors,Retail,2024-06-13,2024-07-13,2024-08-29,97157,47,1,326225,2155144,1076778,medium,0
INV-2024-02653,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-11-02,2024-12-02,2025-02-21,162134,81,1,326225,2155144,1076778,high,1
INV-2024-02654,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-03-09,2024-04-08,,91774,180,0,326225,2155144,1076778,medium,0
INV-2024-02655,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-31,2024-09-30,,114641,180,0,326225,2155144,1076778,high,0
INV-2024-02656,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-03-29,2024-04-28,2024-07-20,161379,83,1,326225,2155144,1076778,high,0
INV-2024-02657,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-12-26,2025-01-25,2025-03-06,74872,40,1,326225,2155144,1076778,medium,1
INV-2024-02658,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-02-11,2024-03-12,2024-05-02,102015,51,1,326225,2155144,1076778,medium,0
INV-2024-02659,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-02-09,2024-03-10,2024-04-05,37349,26,1,326225,2155144,1076778,low,0
INV-2024-02660,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-12-09,2025-01-08,2025-02-09,57094,32,1,326225,2155144,1076778,low,1
INV-2024-02661,Ayesha Plastics,National Packaging House,Packaging,2024-07-11,2024-08-10,2024-08-31,74019,21,1,326225,2155144,1076778,low,0
INV-2024-02662,Ayesha Plastics,National Packaging House,Packaging,2024-03-31,2024-04-30,2024-06-02,89515,33,1,326225,2155144,1076778,low,0
INV-2024-02663,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-01-05,2024-02-04,2024-04-18,152935,74,1,326225,2155144,1076778,high,0
INV-2024-02664,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-04-08,2024-05-08,2024-07-15,149112,68,1,326225,2155144,1076778,high,0
INV-2024-02665,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-01-11,2024-02-10,2024-03-11,141645,30,1,326225,2155144,1076778,medium,0
INV-2024-02666,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-12-29,2025-01-28,2025-02-22,51918,25,1,326225,2155144,1076778,low,1
INV-2024-02667,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-11-10,2024-12-10,2025-02-19,133965,71,1,326225,2155144,1076778,medium,1
INV-2024-02668,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-04-23,2024-05-23,2024-07-28,114130,66,1,326225,2155144,1076778,high,0
INV-2024-02669,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-04,2024-08-03,2024-10-02,124498,60,1,326225,2155144,1076778,high,0
INV-2024-02670,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-12-26,2025-01-25,2025-03-31,112848,65,1,326225,2155144,1076778,medium,1
INV-2024-02671,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-04-10,2024-05-10,2024-07-13,112577,64,1,326225,2155144,1076778,high,0
INV-2024-02672,Ayesha Plastics,National Packaging House,Packaging,2024-02-26,2024-03-27,2024-04-22,39365,26,1,326225,2155144,1076778,low,0
INV-2024-02673,Ayesha Plastics,Shree Retail Distributors,Retail,2024-09-09,2024-10-09,2024-12-06,73410,58,1,326225,2155144,1076778,medium,1
INV-2024-02674,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-10-16,2024-11-15,2024-12-09,115381,24,1,326225,2155144,1076778,medium,1
INV-2024-02675,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-03-30,2024-04-29,2024-07-13,65044,75,1,326225,2155144,1076778,high,0
INV-2024-02676,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-02-03,2024-03-04,2024-05-24,169550,81,1,326225,2155144,1076778,high,0
INV-2024-02677,Ayesha Plastics,National Packaging House,Packaging,2024-04-26,2024-05-26,2024-07-07,73016,42,1,326225,2155144,1076778,low,0
INV-2024-02678,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-05-20,2024-06-19,2024-09-18,123416,91,1,326225,2155144,1076778,high,0
INV-2024-02679,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-12-20,2025-01-19,2025-03-02,67879,42,1,326225,2155144,1076778,medium,1
INV-2024-02680,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-12-14,2025-01-13,2025-02-16,49823,34,1,326225,2155144,1076778,medium,1
INV-2024-02681,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-08-06,2024-09-05,2024-10-14,93843,39,1,326225,2155144,1076778,medium,0
INV-2024-02682,Ayesha Plastics,National Packaging House,Packaging,2024-01-27,2024-02-26,2024-03-20,71113,23,1,326225,2155144,1076778,low,0
INV-2024-02683,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-27,2024-08-26,2024-10-13,137390,48,1,326225,2155144,1076778,high,0
INV-2024-02684,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-08-26,2024-09-25,2024-11-24,243161,60,1,326225,2155144,1076778,high,0
INV-2024-02685,Ayesha Plastics,National Packaging House,Packaging,2024-01-23,2024-02-22,2024-04-08,61200,46,1,326225,2155144,1076778,low,0
INV-2024-02686,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-05-22,2024-06-21,2024-07-30,104098,39,1,326225,2155144,1076778,high,0
INV-2024-02687,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-06-10,2024-07-10,2024-09-21,101151,73,1,326225,2155144,1076778,high,0
INV-2024-02688,Ayesha Plastics,National Packaging House,Packaging,2024-02-11,2024-03-12,2024-04-19,77769,38,1,326225,2155144,1076778,low,0
INV-2024-02689,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-04-25,2024-05-25,2024-06-16,275739,22,1,326225,2155144,1076778,high,0
INV-2024-02690,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-02-08,2024-03-09,2024-04-27,187393,49,1,326225,2155144,1076778,high,0
INV-2024-02691,Ayesha Plastics,Shree Retail Distributors,Retail,2024-06-17,2024-07-17,2024-08-21,68271,35,1,326225,2155144,1076778,medium,0
INV-2024-02692,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-02-19,2024-03-20,2024-07-03,108649,105,1,326225,2155144,1076778,high,0
INV-2024-02693,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-01-13,2024-02-12,2024-03-11,72634,28,1,326225,2155144,1076778,low,0
INV-2024-02694,Ayesha Plastics,National Packaging House,Packaging,2024-06-20,2024-07-20,2024-08-07,94318,18,1,326225,2155144,1076778,low,0
INV-2024-02695,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-30,2024-09-29,2024-11-03,91771,35,1,326225,2155144,1076778,high,0
INV-2024-02696,Ayesha Plastics,National Packaging House,Packaging,2024-01-28,2024-02-27,2024-03-31,57410,33,1,326225,2155144,1076778,low,0
INV-2024-02697,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-05-01,2024-05-31,2024-07-30,164628,60,1,326225,2155144,1076778,high,0
INV-2024-02698,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-11-13,2024-12-13,2025-01-16,38834,34,1,326225,2155144,1076778,low,1
INV-2024-02699,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-08-16,2024-09-15,2024-10-18,63594,33,1,326225,2155144,1076778,low,0
INV-2024-02700,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-02-01,2024-03-02,2024-05-03,74825,62,1,326225,2155144,1076778,high,0
INV-2024-02701,Ayesha Plastics,Shree Retail Distributors,Retail,2024-12-21,2025-01-20,2025-02-27,56244,38,1,326225,2155144,1076778,medium,1
INV-2024-02702,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-14,2024-09-13,2024-11-28,166374,76,1,326225,2155144,1076778,high,0
INV-2024-02703,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-08-09,2024-09-08,2024-11-22,110938,75,1,326225,2155144,1076778,high,0
INV-2024-02704,Ayesha Plastics,Shree Retail Distributors,Retail,2024-10-13,2024-11-12,2025-01-04,49369,53,1,326225,2155144,1076778,medium,1
INV-2024-02705,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-24,2024-08-23,2024-11-26,136788,95,1,326225,2155144,1076778,high,0
INV-2024-02706,Ayesha Plastics,National Packaging House,Packaging,2024-04-29,2024-05-29,2024-06-25,60522,27,1,326225,2155144,1076778,low,0
INV-2024-02707,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-11-15,2024-12-15,2025-04-06,114432,112,1,326225,2155144,1076778,high,1
INV-2024-02708,Ayesha Plastics,National Packaging House,Packaging,2024-08-07,2024-09-06,2024-10-13,57230,37,1,326225,2155144,1076778,low,0
INV-2024-02709,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-06-22,2024-07-22,2024-08-05,85438,14,1,326225,2155144,1076778,medium,0
INV-2024-02710,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-01-14,2024-02-13,2024-03-31,146484,47,1,326225,2155144,1076778,high,0
INV-2024-02711,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-04-08,2024-05-08,,146356,180,0,326225,2155144,1076778,high,0
INV-2024-02712,Ayesha Plastics,Shree Retail Distributors,Retail,2024-12-31,2025-01-30,2025-03-12,98519,41,1,326225,2155144,1076778,medium,1
INV-2024-02713,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-04-09,2024-05-09,2024-07-16,152008,68,1,326225,2155144,1076778,high,0
INV-2024-02714,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-09-17,2024-10-17,2024-12-20,223195,64,1,326225,2155144,1076778,high,1
INV-2024-02715,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-11-13,2024-12-13,2024-12-26,48431,13,1,326225,2155144,1076778,low,1
INV-2024-02716,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-01-23,2024-02-22,2024-04-25,117558,63,1,326225,2155144,1076778,high,0
INV-2024-02717,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-08-11,2024-09-10,2024-10-05,61605,25,1,326225,2155144,1076778,low,0
INV-2024-02718,Ayesha Plastics,Shree Retail Distributors,Retail,2024-07-02,2024-08-01,2024-09-05,93758,35,1,326225,2155144,1076778,medium,0
INV-2024-02719,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-03-15,2024-04-14,2024-07-19,142718,96,1,326225,2155144,1076778,high,0
INV-2024-02720,Ayesha Plastics,Shree Retail Distributors,Retail,2024-06-24,2024-07-24,2024-09-03,86836,41,1,326225,2155144,1076778,medium,0
INV-2024-02721,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-09-22,2024-10-22,2024-11-21,79951,30,1,326225,2155144,1076778,medium,1
INV-2024-02722,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-01-30,2024-02-29,2024-05-04,110975,65,1,326225,2155144,1076778,high,0
INV-2024-02723,Ayesha Plastics,National Packaging House,Packaging,2024-10-13,2024-11-12,2024-12-12,83601,30,1,326225,2155144,1076778,low,1
INV-2024-02724,Ayesha Plastics,Urban Build Projects Ltd,Construction,2024-04-10,2024-05-10,2024-08-04,99260,86,1,326225,2155144,1076778,high,0
INV-2024-02725,Ayesha Plastics,Kaveri Engineering Works,Engineering,2024-04-13,2024-05-13,2024-06-17,136198,35,1,326225,2155144,1076778,medium,0
INV-2024-02726,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-12-07,2025-01-06,2025-02-14,83953,39,1,326225,2155144,1076778,medium,1
INV-2024-02727,Ayesha Plastics,Bright Foods Trading Co,FMCG,2024-08-27,2024-09-26,2024-10-15,85568,19,1,326225,2155144,1076778,low,0
INV-2024-02728,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-10-23,2024-11-22,2025-01-15,119401,54,1,326225,2155144,1076778,medium,1
INV-2024-02729,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-06-02,2024-07-02,2024-08-31,143567,60,1,326225,2155144,1076778,high,0
INV-2024-02730,Ayesha Plastics,National Packaging House,Packaging,2024-08-20,2024-09-19,2024-10-19,51346,30,1,326225,2155144,1076778,low,0
INV-2024-02731,Ayesha Plastics,Metro Infra Suppliers,Infrastructure,2024-09-10,2024-10-10,,173170,180,0,326225,2155144,1076778,high,1
INV-2024-02732,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-04-24,2024-05-24,2024-06-22,122254,29,1,326225,2155144,1076778,medium,0
INV-2024-02733,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-04-19,2024-05-19,2024-08-01,66306,74,1,326225,2155144,1076778,high,0
INV-2024-02734,Ayesha Plastics,National Packaging House,Packaging,2024-06-18,2024-07-18,2024-08-21,75283,34,1,326225,2155144,1076778,low,0
INV-2024-02735,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-23,2024-08-22,2024-11-07,131933,77,1,326225,2155144,1076778,high,0
INV-2024-02736,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-04,2024-08-03,2024-10-23,205617,81,1,326225,2155144,1076778,high,0
INV-2024-02737,Ayesha Plastics,Shree Retail Distributors,Retail,2024-10-11,2024-11-10,2024-12-16,72532,36,1,326225,2155144,1076778,medium,1
INV-2024-02738,Ayesha Plastics,Zenith Pharma Supplies,Pharma,2024-04-09,2024-05-09,2024-07-05,90753,57,1,326225,2155144,1076778,medium,0
INV-2024-02739,Ayesha Plastics,Apex Manufacturing Pvt Ltd,Manufacturing,2024-07-03,2024-08-02,,137667,180,0,326225,2155144,1076778,high,0
